"About the data: Exported on Jun 01, 2020. Criteria: Text - '""water insecurity"" OR ""water security"" ' in title and abstract. For more information, please see https://app.dimensions.ai/datasources. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,Publisher,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
29,pub.1120138467,10.1016/j.resconrec.2019.104419,,,"Public knowledge, contaminant concerns, and support for recycled Water in the United States",Resources Conservation and Recycling,,Elsevier,,2019-11,2019,150,,104419,Closed,Article,"Glick, David M.; Goldfarb, Jillian L.; Heiger-Bernays, Wendy; Kriner, Douglas L.","Goldfarb, Jillian L. (Boston University; Cornell University)","Glick, David M. (Boston University; Boston University); Goldfarb, Jillian L. (Boston University; Cornell University); Heiger-Bernays, Wendy (Boston University; Boston University); Kriner, Douglas L. (Cornell University)",Cornell University; Boston University,grid.5386.8; grid.189504.1,Ithaca; Boston,New York; Massachusetts,United States; United States,Directorate for Engineering,NSF,United States,grant.7056838,1727316,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1120138467,09 Engineering; 12 Built Environment and Design; 05 Environmental Sciences,,,,,,C14 Geography and Environmental Studies,6 Clean Water and Sanitation
20,pub.1121116749,10.1016/j.envsci.2019.08.014,,,"From national indices to regional action—An Analysis of food, energy, water security in Ecuador, Bolivia, and Peru",Environmental Science & Policy,,Elsevier,,2019-11,2019,101,,291-301,All OA; Hybrid,Article,"Mohammadpour, Paniz; Mahjabin, Tasnuva; Fernandez, Jose; Grady, Caitlin","Grady, Caitlin (Pennsylvania State University; Pennsylvania State University)","Mohammadpour, Paniz (Pennsylvania State University); Mahjabin, Tasnuva (Pennsylvania State University); Fernandez, Jose (Pennsylvania State University); Grady, Caitlin (Pennsylvania State University; Pennsylvania State University)",Pennsylvania State University,grid.29857.31,State College,Pennsylvania,United States,,,,,,0,0,,,6,https://doi.org/10.1016/j.envsci.2019.08.014,https://app.dimensions.ai/details/publication/pub.1121116749,05 Environmental Sciences; 0502 Environmental Science and Management,Behavioral and Social Science; Basic Behavioral and Social Science,,,,,C22 Anthropology and Development Studies,
20,pub.1117014740,10.1016/j.atmosres.2019.06.003,,,"The regional asymmetric effect of increased daily extreme temperature on the streamflow from a multiscale perspective: A case study of the Yellow River Basin, China",Atmospheric Research,,Elsevier,,2019-11,2019,228,,137-151,Closed,Article,"Chen, Lei; Chang, Jianxia; Wang, Yimin; Peng, Shaoming; Li, Yunyun; Long, Ruihao; Wang, Yu","Chang, Jianxia (Xi'an University of Technology)","Chen, Lei (Xi'an University of Technology); Chang, Jianxia (Xi'an University of Technology); Wang, Yimin (Xi'an University of Technology); Peng, Shaoming (); Li, Yunyun (Xi'an University of Technology; Mianyang Normal University); Long, Ruihao (Xi'an University of Technology); Wang, Yu ()",Mianyang Normal University; Xi'an University of Technology,grid.464385.8; grid.440722.7,Mianyang; Xi'an,; ,China; China,National Natural Science Foundation of China; Ministry of Science and Technology of the People's Republic of China,,China; China,grant.8374211; grant.8274495,51679187; 91647112,1,1,,,,,https://app.dimensions.ai/details/publication/pub.1117014740,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,B12 Engineering,
17,pub.1119902027,10.1016/j.landusepol.2019.104110,,,"Water crisis, drought, and climate change in the southeast United States",Land Use Policy,,Elsevier,,2019-11,2019,88,,104110,Closed,Article,"Craig, C.A.; Feng, S.; Gilbertz, S.","Craig, C.A. (Murray State University)","Craig, C.A. (Murray State University); Feng, S. (University of Arkansas at Fayetteville); Gilbertz, S. (Montana State University Billings)",Montana State University Billings; University of Arkansas at Fayetteville; Murray State University,grid.260198.4; grid.411017.2; grid.214409.a,Billings; Fayetteville; Murray,Montana; Arkansas; Kentucky,United States; United States; United States,,,,,,4,4,,,,,https://app.dimensions.ai/details/publication/pub.1119902027,1605 Policy and Administration; 16 Studies in Human Society,,,,,,C17 Business and Management Studies,13 Climate Action
17,pub.1121342945,10.1175/jhm-d-19-0058.1,,,Understanding reservoir operating rules in the transboundary Nile River Basin using macroscale hydrologic modeling with satellite measurements Understanding reservoir operating rules in the transboundary Nile River Basin using macroscale hydrologic modeling with satellite measurements,Journal of Hydrometeorology,,American Meteorological Society,,2019-11,2019,20,11,2253-2269,Closed,Article,"Eldardiry, Hisham; Hossain, Faisal",,"Eldardiry, Hisham (University of Washington); Hossain, Faisal (University of Washington)",University of Washington,grid.34477.33,Seattle,Washington,United States,National Aeronautics and Space Administration,NASA,United States,grant.5496299,NNX15AC63G,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1121342945,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,B12 Engineering,
17,pub.1122413719,10.1016/j.gloenvcha.2019.102005,,,"Environmental hazards, rigid institutions, and transformative change: How drought affects the consideration of water and climate impacts in infrastructure management",Global Environmental Change,,Elsevier,,2019-11,2019,59,,102005,Closed,Article,"Ulibarri, Nicola; Scott, Tyler A.","Ulibarri, Nicola (University of California, Irvine)","Ulibarri, Nicola (University of California, Irvine); Scott, Tyler A. (University of California, Davis)","University of California, Irvine; University of California, Davis",grid.266093.8; grid.27860.3b,Irvine; Davis,California; California,United States; United States,National Institute of Child Health and Human Development,ICRP; NIH,United States,grant.7029634,P2CHD042828,1,1,,,15,,https://app.dimensions.ai/details/publication/pub.1122413719,05 Environmental Sciences; 0502 Environmental Science and Management,,,,,,C14 Geography and Environmental Studies,7 Affordable and Clean Energy; 13 Climate Action
17,pub.1120334651,10.1007/s10040-019-02023-x,,,The changing characteristics of groundwater sustainability in Pakistan from 2002 to 2016,Hydrogeology Journal,,Springer Nature,,2019-11,2019,27,7,2485-2496,Closed,Article,"Ahmed, Kamal; Shahid, Shamsuddin; Demirel, Mehmet Cüneyd; Nawaz, Nadeem; Khan, Najeebullah","Ahmed, Kamal (University of Technology Malaysia; Lasbela University of Agriculture Water and Marine Science)","Ahmed, Kamal (University of Technology Malaysia; Lasbela University of Agriculture Water and Marine Science); Shahid, Shamsuddin (University of Technology Malaysia); Demirel, Mehmet Cüneyd (Istanbul Technical University); Nawaz, Nadeem (Lasbela University of Agriculture Water and Marine Science); Khan, Najeebullah (University of Technology Malaysia)",Istanbul Technical University; University of Technology Malaysia; Lasbela University of Agriculture Water and Marine Science,grid.10516.33; grid.410877.d; grid.442861.d,Istanbul; Johor Bahru; Uthal,; ; ,Turkey; Malaysia; Pakistan,Scientific and Technological Research Council of Turkey,,Turkey,,,1,1,,,,,https://app.dimensions.ai/details/publication/pub.1120334651,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C14 Geography and Environmental Studies,13 Climate Action
14,pub.1122982493,10.1002/wwp2.12014,,,Strengthening International Water Security: The European Union’s proposal,World Water Policy,,Wiley,,2019-11,2019,5,2,192-206,All OA; Bronze,Article,"Scocca, Grazia",,"Scocca, Grazia (University of Strasbourg)",University of Strasbourg,grid.11843.3f,Strasbourg,Alsace,France,,,,,,0,0,,,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wwp2.12014,https://app.dimensions.ai/details/publication/pub.1122982493,,,,,,,,
45,pub.1120846510,10.1029/2019gl083226,,,Evaluating China's Water Security for Food Production: The Role of Rainfall and Irrigation,Geophysical Research Letters,,American Geophysical Union (AGU),,2019-10-28,2019,46,20,11155-11166,Closed,Article,"Zhu, Wenbin; Jia, Shaofeng; Devineni, Naresh; Lv, Aifeng; Lall, Upmanu",,"Zhu, Wenbin (Institute of Geographic Sciences and Natural Resources Research); Jia, Shaofeng (Institute of Geographic Sciences and Natural Resources Research); Devineni, Naresh (City University of New York); Lv, Aifeng (Institute of Geographic Sciences and Natural Resources Research); Lall, Upmanu (Columbia University)",Columbia University; Institute of Geographic Sciences and Natural Resources Research; City University of New York,grid.21729.3f; grid.424975.9; grid.212340.6,New York; Beijing; New York,New York; ; New York,United States; China; United States,Chinese Academy of Sciences; Ministry of Science and Technology of the People's Republic of China; China Meteorological Administration; National Natural Science Foundation of China; Ministry of Water Resources of the People's Republic of China,,China; China; China; China; China,grant.8238213,41701485,0,0,,,9,,https://app.dimensions.ai/details/publication/pub.1120846510,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,"A06 Agriculture, Veterinary and Food Science",2 Zero Hunger
28,pub.1122159998,10.3390/su11215964,,,Economic Dispatch Optimization of Multi-Water Resources: A Case Study of an Island in South Korea,Sustainability,,MDPI,,2019-10-26,2019,11,21,5964,All OA; Pure Gold,Article,"Gnawali, Kapil; Han, Kuk Heon; Geem, Zong Woo; Jun, Kyung Soo; Yum, Kyung Taek",,"Gnawali, Kapil (Sungkyunkwan University); Han, Kuk Heon (Sungkyunkwan University); Geem, Zong Woo (Gachon University); Jun, Kyung Soo (Sungkyunkwan University); Yum, Kyung Taek (Sungkyunkwan University)",Gachon University; Sungkyunkwan University,grid.256155.0; grid.264381.a,Seongnam-si; Seoul,; ,South Korea; South Korea,,,,,,1,1,,,,https://www.mdpi.com/2071-1050/11/21/5964/pdf,https://app.dimensions.ai/details/publication/pub.1122159998,12 Built Environment and Design,,,,,,C14 Geography and Environmental Studies,6 Clean Water and Sanitation
35,pub.1124320322,10.1093/oxfordhb/9780190669799.013.55,,,The Feminization of Agriculture,,"The Oxford Handbook of Food, Water and Society",Oxford University Press (OUP),,2019-10-25,2019,,,267-284,Closed,Chapter,"Slavchevska, Vanya; Kaaria, Susan; Taivalmaa, Sanna Liisa",,"Slavchevska, Vanya (); Kaaria, Susan (); Taivalmaa, Sanna Liisa ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1124320322,1608 Sociology; 16 Studies in Human Society,,,,,,C22 Anthropology and Development Studies,2 Zero Hunger
25,pub.1124320301,10.1093/oxfordhb/9780190669799.013.22,,,Food and Water Security in North America’s Transboundary Sonoran Desert,,"The Oxford Handbook of Food, Water and Society",Oxford University Press (OUP),,2019-10-25,2019,,,343-362,Closed,Chapter,"Ley, America Lutz; Lee, Ryan; Peralta, Yulia; Scott, Christopher",,"Ley, America Lutz (); Lee, Ryan (); Peralta, Yulia (); Scott, Christopher ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1124320301,05 Environmental Sciences; 0502 Environmental Science and Management,,,,,,C14 Geography and Environmental Studies,2 Zero Hunger
25,pub.1124320305,10.1093/oxfordhb/9780190669799.013.29,,,Food and Water Security in West Asia,,"The Oxford Handbook of Food, Water and Society",Oxford University Press (OUP),,2019-10-25,2019,,,512-529,Closed,Chapter,"Woertz, Eckart",,"Woertz, Eckart ()",,,,,,,,,,,0,0,,,5,,https://app.dimensions.ai/details/publication/pub.1124320305,1402 Applied Economics; 14 Economics,,,,,,C22 Anthropology and Development Studies,
20,pub.1124320330,10.1093/oxfordhb/9780190669799.013.63,,,"Gender, Poverty and Politics Along the Real-Virtual Water Spectrum",,"The Oxford Handbook of Food, Water and Society",Oxford University Press (OUP),,2019-10-25,2019,,,250-267,Closed,Chapter,"Clement, Floriane; Nicol, Alan",,"Clement, Floriane (); Nicol, Alan ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1124320330,16 Studies in Human Society; 1699 Other Studies In Human Society,,,,,,C14 Geography and Environmental Studies,
25,pub.1122033458,10.1787/01e4a300-en,,,Preface,OECD Studies on Water,Water Governance in Argentina,Organisation for Economic Co-Operation and Development  (OECD),,2019-10-24,2019,,,3-3,Closed,Chapter,OECD,,OECD (),,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1122033458,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C14 Geography and Environmental Studies,6 Clean Water and Sanitation
25,pub.1122033459,10.1787/02bf966c-en,,,Executive summary,OECD Studies on Water,Water Governance in Argentina,Organisation for Economic Co-Operation and Development  (OECD),,2019-10-24,2019,,,16-19,Closed,Chapter,OECD,,OECD (),,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1122033459,1605 Policy and Administration; 16 Studies in Human Society,,,,,,C14 Geography and Environmental Studies,6 Clean Water and Sanitation
101,pub.1121296168,10.1021/acsami.9b12156,31560189,,Portable Trilayer Photothermal Structure for Hybrid Energy Harvesting and Synergic Water Purification.,ACS Applied Materials & Interfaces,,American Chemical Society (ACS),,2019-10-23,2019,11,42,38674-38682,Closed,Article,"Zhang, Yaoxin; Ravi, Sai Kishore; Yang, Lin; Vaghasiya, Jayraj Vinubhai; Suresh, Lakshmi; Tan, Ignatius; Tan, Swee Ching",,"Zhang, Yaoxin (National University of Singapore); Ravi, Sai Kishore (National University of Singapore); Yang, Lin (National University of Singapore); Vaghasiya, Jayraj Vinubhai (National University of Singapore); Suresh, Lakshmi (National University of Singapore); Tan, Ignatius (National University of Singapore); Tan, Swee Ching (National University of Singapore)",National University of Singapore,grid.4280.e,Singapore,,Singapore,Ministry of Education,,Singapore,,,1,1,,,1,,https://app.dimensions.ai/details/publication/pub.1121296168,09 Engineering; 0306 Physical Chemistry (incl. Structural); 0912 Materials Engineering; 0915 Interdisciplinary Engineering; 03 Chemical Sciences,,,,,,B12 Engineering,7 Affordable and Clean Energy
85,pub.1124399992,10.4324/9781351176279-2,,,Water Security Debates in ‘Safe’ Water Security Frameworks: Moving Beyond the Limits of Scarcity,,Environmental Security in Transnational Contexts,Taylor & Francis,,2019-10-23,2019,,,31-49,Closed,Chapter,"Maganda, Carmen",,"Maganda, Carmen ()",,,,,,,,,,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1124399992,,,,,,,,
15,pub.1122111497,10.3390/su11215885,,,Runoff Predicting and Variation Analysis in Upper Ganjiang Basin under Projected Climate Changes,Sustainability,,MDPI,,2019-10-23,2019,11,21,5885,All OA; Pure Gold,Article,"Deng, Chao; Wang, Weiguang",,"Deng, Chao (Hohai University); Wang, Weiguang (Hohai University)",Hohai University,grid.257065.3,Nanjing,,China,National Natural Science Foundation of China; China Postdoctoral Science Foundation,,China; China,grant.8281506,51779073,0,0,,,,https://www.mdpi.com/2071-1050/11/21/5885/pdf,https://app.dimensions.ai/details/publication/pub.1122111497,12 Built Environment and Design,,,,,,C14 Geography and Environmental Studies,13 Climate Action
20,pub.1111565660,10.1080/17565529.2018.1562864,,,Responses of water insecure coastal communities of Tanzania to climate change impacts. Is it incremental or transformative adaptation?,Climate and Development,,Taylor & Francis,,2019-10-21,2019,11,9,1-10,Closed,Article,"Magesa, Bahati A.; Pauline, Noah M.",,"Magesa, Bahati A. (University of Dar es Salaam); Pauline, Noah M. (University of Dar es Salaam)",University of Dar es Salaam,grid.8193.3,Dar es Salaam,,Tanzania,,,,,,0,0,,,13,,https://app.dimensions.ai/details/publication/pub.1111565660,16 Studies in Human Society; 1604 Human Geography,,,,,,C14 Geography and Environmental Studies,13 Climate Action
29,pub.1121909842,10.3390/f10100915,,,The Forest–Water Nexus: An International Perspective,Forests,,MDPI,,2019-10-17,2019,10,10,915,All OA; Pure Gold,Article,Springgay; Ramirez; Janzen; Brito,,Springgay (); Ramirez (); Janzen (); Brito (),,,,,,,,,,,2,2,,,10,https://www.mdpi.com/1999-4907/10/10/915/pdf,https://app.dimensions.ai/details/publication/pub.1121909842,0602 Ecology; 0705 Forestry Sciences; 0607 Plant Biology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,,,,,,C14 Geography and Environmental Studies,
43,pub.1121859530,10.1088/1755-1315/349/1/012005,,,Study on early warning mechanism of ecological water safety in typical watershed of arid areas,IOP Conference Series Earth and Environmental Science,,IOP Publishing,,2019-10-16,2019,349,1,012005,All OA; Bronze,Article,"Wei, Qing; Xue, Lianqing; Wei, Guanghui; Liao, Shumin; Fu, Fangbing",,"Wei, Qing (Hohai University); Xue, Lianqing (Hohai University; Shihezi University); Wei, Guanghui (); Liao, Shumin (Hohai University); Fu, Fangbing (Hohai University)",Shihezi University; Hohai University,grid.411680.a; grid.257065.3,Shihezi; Nanjing,; ,China; China,,,,,,0,0,,,,https://doi.org/10.1088/1755-1315/349/1/012005,https://app.dimensions.ai/details/publication/pub.1121859530,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,,,,,,C14 Geography and Environmental Studies,6 Clean Water and Sanitation
